"95","82","96","175","6525","1992-08-06 16:40:42","True"
"96","0","46","839","2190","2011-09-06 07:58:03","True"
"97","81","71","972","7608","1978-06-19 07:01:14","False"
"98","93","47","237","925","2013-03-28 14:45:55","False"
"99","53","64","845","1765","2022-09-10 01:46:32","True"
"100","39","94","1168","7902","1985-01-24 04:51:05","False"
"101","17","31","143","6400","2011-07-20 08:54:20","True"
"102","17","88","11","6247","2005-05-27 21:12:21","False"
"103","10","75","401","945","1990-09-05 02:13:40","False"
"104","84","25","1818","4120","1972-08-01 20:22:59","False"
"105","46","77","190","9907","2010-05-04 11:34:44","True"
"106","71","28","174","2291","1998-01-16 14:10:35","True"
"107","67","19","1302","5592","1995-08-29 10:03:35","False"
"108","85","20","793","1736","2015-01-27 07:32:43","True"
"109","72","60","898","1679","1987-11-01 16:56:22","False"
"110","94","46","819","8086","1981-07-29 03:36:51","True"
"111","93","21","216","686","1971-07-16 16:58:40","False"
"112","1","83","1250","800","1981-12-22 15:30:19","False"
"113","37","82","1522","8426","2018-09-06 23:03:03","True"
"114","79","82","1859","1978","2003-05-05 09:34:43","True"
"115","5","61","123","6077","1998-03-28 18:08:55","True"
"116","80","0","1619","5895","2016-06-15 15:29:28","False"
"117","9","85","594","5701","2001-09-23 12:11:03","True"
"118","35","97","95","491","1989-02-17 10:20:21","True"
"119","82","63","478","3874","1993-10-22 10:46:04","False"
"120","37","62","162","9571","1996-09-17 19:24:12","False"
"121","18","13","1999","4561","1983-08-06 13:44:40","True"
"122","52","48","666","3394","1976-12-26 10:55:19","False"
"123","31","3","346","9956","1993-06-01 06:43:39","True"
"124","22","65","1996","9454","1983-08-11 23:11:31","True"
"125","95","7","362","1230","2012-06-24 23:08:30","True"
"126","77","92","1395","2308","1984-07-11 17:55:47","True"
"127","31","27","1401","6281","1993-01-05 21:03:02","True"
"128","15","55","1242","9330","1985-08-11 09:31:54","False"
"129","72","85","1566","4109","1985-07-13 02:09:24","True"
"130","24","77","120","9798","2002-06-27 16:43:31","False"
"131","59","94","1197","2950","1987-12-29 01:40:45","False"
"132","24","36","540","45","1999-03-28 13:22:57","True"
"133","28","92","1896","7737","2000-10-02 03:20:53","True"
"134","11","87","253","3305","1987-01-31 15:01:34","True"
"135","47","16","1614","2615","1977-12-11 03:58:53","True"
"136","99","80","112","3422","2003-02-14 12:51:40","False"
"137","30","20","771","7281","2014-03-11 08:04:53","False"
"138","80","15","300","6090","1984-08-06 16:02:26","False"
"139","54","94","907","6077","1999-05-14 22:33:40","False"
"140","8","53","543","6851","2003-08-31 21:27:23","True"
"141","88","81","1892","5488","1999-06-05 02:10:43","True"
"142","27","77","835","7209","2017-07-01 04:23:42","True"
"143","68","70","55","2984","2003-08-27 04:05:20","True"
"144","58","92","736","7976","1997-06-26 17:57:59","True"
"145","40","53","353","1694","1997-01-14 09:00:16","True"
"146","98","5","1412","3143","1979-10-05 08:29:14","False"
"147","91","32","871","9535","2009-04-12 03:01:56","True"
"148","43","18","320","8930","1983-12-12 06:45:01","True"
"149","71","33","496","5558","2007-03-13 19:16:40","True"
"150","42","37","1562","9438","1994-07-02 09:23:32","False"
"151","72","56","1423","9770","1999-04-11 21:26:51","False"
"152","64","23","1661","2256","2002-07-06 14:21:28","False"
"153","40","82","1593","3571","1978-03-18 17:17:18","False"
"154","26","76","1387","558","1972-10-12 15:13:09","True"
"155","48","42","586","1837","1974-11-27 17:45:24","False"
"156","26","14","1142","5804","2007-05-10 19:07:44","False"
"157","5","0","1929","5904","2008-07-30 02:53:31","True"
"158","48","69","498","2484","1985-11-07 08:46:24","False"
"159","66","65","1798","1139","1985-06-10 20:45:39","False"
"160","72","93","1778","8706","1977-04-27 02:43:46","True"
"161","2","28","1678","7483","2006-07-22 02:50:58","True"
"162","77","73","832","7034","1994-07-31 12:46:49","False"
"163","13","55","1985","3501","2011-08-18 16:19:41","False"
"164","93","39","622","3636","2000-03-09 20:32:02","False"
"165","11","88","1117","7846","2008-10-13 22:34:32","True"
"166","91","56","1182","4968","2019-02-26 16:09:17","False"
"167","75","60","1325","4364","1978-07-16 15:10:05","True"
"168","62","49","207","6710","1982-10-15 01:48:19","False"
"169","88","13","1710","6673","1990-02-27 12:11:19","False"
"170","84","61","802","3350","2015-07-29 23:59:26","True"
"171","84","74","991","8009","2018-08-18 22:44:05","False"
"172","69","94","1922","9200","1987-08-12 14:45:49","False"
"173","31","53","1525","1271","1993-06-16 23:24:00","False"
"174","45","34","1350","9853","1982-11-27 17:22:02","True"
"175","6","97","943","9350","1993-07-04 13:21:03","False"
"176","91","62","1493","5217","2008-06-19 18:53:29","False"
"177","42","33","1070","337","2018-06-11 08:37:25","True"
"178","78","95","1196","8849","1994-02-02 20:52:08","False"
"179","72","65","1965","3198","1976-08-13 00:43:47","False"
"180","31","37","1688","3316","1989-06-21 03:23:47","False"
"181","87","20","469","4891","1997-08-26 22:56:48","True"
"182","86","52","1486","9103","2016-12-07 19:43:49","False"
"183","96","45","600","4919","2002-03-27 07:48:41","False"
"184","27","79","533","7270","1999-09-17 02:21:54","True"
"185","40","6","782","3539","1985-03-23 19:51:59","True"
"186","75","17","1133","8315","2011-11-01 19:06:50","False"
"187","10","66","940","1908","2011-07-07 19:40:53","False"
"188","74","76","50","4915","2014-06-06 11:49:35","False"
"189","63","32","584","5913","2022-06-05 21:29:00","False"
"190","94","3","749","6435","2008-11-15 03:36:41","True"
"191","35","94","1188","994","2001-11-19 12:43:25","True"
"192","58","67","602","750","2011-01-19 11:36:10","False"
"193","48","9","507","9251","2011-05-23 01:45:45","False"
"194","74","85","739","8244","1997-10-21 20:53:04","False"
"195","5","86","580","766","2009-12-12 16:37:25","False"
"196","88","73","1281","8092","2008-09-04 22:21:50","True"
"197","83","5","1863","1248","1972-06-11 08:06:13","False"
"198","14","82","652","2166","1975-09-27 00:42:51","True"
"199","49","43","1886","4759","1971-05-20 04:55:31","True"
"200","17","30","478","2888","1983-12-15 20:28:14","False"
"201","54","80","1216","2043","2016-08-21 05:08:29","False"
"202","29","19","1578","6218","2016-03-12 08:19:03","True"
"203","86","61","1249","1006","2018-01-04 03:36:46","True"
"204","85","29","1219","9267","1988-08-04 05:32:21","False"
"205","65","86","1678","9547","2005-09-01 19:55:09","True"
"206","51","10","702","3762","2013-08-18 21:06:09","False"
"207","71","68","173","130","1985-11-22 03:23:04","True"
"208","12","99","210","6557","1978-01-30 16:17:33","True"
"209","63","24","783","6068","2022-02-12 10:47:45","False"
"210","97","95","130","1030","1999-04-12 05:00:28","False"
"211","36","87","1718","351","1991-01-16 13:26:02","False"
"212","47","42","1995","8122","2021-03-10 01:15:33","True"
"213","78","32","1589","4785","1970-05-16 13:36:01","False"
"214","32","70","1566","3307","1999-08-23 12:08:10","True"
"215","16","99","520","782","2013-09-24 17:34:55","False"
"216","29","87","754","8524","1997-11-09 04:30:39","False"
"217","50","85","1655","2127","2012-04-06 00:11:28","False"
"218","30","49","1641","2120","1998-09-13 09:54:24","True"
"219","64","1","362","3308","1992-10-28 22:54:27","True"
"220","77","38","387","1795","2014-04-10 12:00:11","False"
"221","4","53","866","8954","2022-04-09 02:27:15","False"
"222","29","50","1980","1625","1975-12-28 20:58:13","False"
"223","85","6","616","5841","2012-02-02 06:50:04","True"
"224","49","75","1885","6445","2010-01-10 08:44:02","False"
"225","54","65","1200","9748","1990-03-22 05:27:15","True"
"226","21","48","1791","9587","1971-08-23 18:43:16","True"
"227","15","17","1009","5341","1971-04-09 07:00:07","True"
"228","11","71","1386","3790","1979-04-30 03:17:20","True"
"229","40","68","1742","6528","1974-05-19 17:23:53","True"
"230","47","25","700","7478","1997-09-22 18:59:30","True"
"231","65","13","1778","705","1971-10-05 20:20:03","False"
"232","16","52","1395","5828","2003-09-05 08:17:54","True"
"233","73","68","482","4323","1972-04-21 13:48:55","True"
"234","17","57","880","9870","1974-01-23 13:31:37","False"
"235","39","73","621","2148","2010-10-13 02:29:34","True"
"236","8","36","1298","2584","2002-11-08 16:26:11","True"
"237","48","40","270","2368","1972-01-16 02:04:22","True"
"238","63","91","880","7359","2014-10-26 01:38:53","True"
"239","20","30","1617","57","2021-07-30 07:36:28","False"
"240","70","15","1095","5628","1987-11-25 04:26:20","True"
"241","96","38","330","9024","1992-09-02 11:03:06","False"
"242","60","33","109","563","1977-04-02 18:58:56","True"
"243","8","58","120","9266","2001-07-15 06:40:10","True"
"244","88","34","394","2020","2011-01-29 09:22:20","False"
"245","51","88","155","7130","1994-01-12 22:12:45","True"
"246","44","86","47","9909","2015-06-09 08:34:59","False"
"247","80","68","1556","8094","2020-02-18 12:09:52","False"
"248","18","16","1583","2240","2007-10-19 04:49:49","False"
"249","70","82","945","9719","2002-12-03 09:09:06","True"
"250","28","13","197","7190","1987-03-13 15:35:47","False"
"251","88","14","1424","5586","1974-05-14 08:44:38","True"
"252","30","20","1584","3064","2019-04-07 11:25:06","False"
"253","76","58","40","3776","1988-10-13 12:26:16","False"
"254","1","88","1950","4908","1979-03-24 21:51:42","True"
"255","95","51","321","9945","1996-03-22 14:32:33","False"
"256","91","74","1141","7998","1981-08-23 16:13:29","True"
"257","20","91","43","102","1990-10-10 09:45:26","False"
"258","49","5","140","2292","2019-05-30 19:13:20","False"
"259","5","71","1406","5613","1983-04-10 19:22:56","True"
"260","37","82","925","8991","1989-12-05 09:57:48","False"
"261","22","44","1515","6334","2020-05-24 03:57:14","False"
"262","57","31","613","5282","2016-01-10 06:30:22","True"
"263","29","44","399","9129","2008-02-14 11:45:53","True"
"264","23","48","930","5898","2001-12-23 00:28:15","False"
"265","16","93","1296","9474","1996-08-14 04:18:01","False"
"266","94","56","661","3165","2007-09-01 04:22:20","True"
"267","72","18","1442","1236","1987-08-13 10:08:56","True"
"268","9","87","185","4471","1988-12-02 22:27:21","False"
"269","66","46","1247","4459","1997-08-08 22:23:28","False"
"270","61","88","382","9360","1970-11-18 22:24:48","False"
"271","96","69","1439","263","2004-08-19 05:06:33","True"
"272","35","43","136","5974","1997-09-28 03:14:52","False"
"273","98","75","1827","1269","1975-05-22 00:33:23","False"
"274","6","16","782","236","2014-09-21 22:32:01","False"
"275","59","93","380","2388","2002-08-31 15:53:44","True"
"276","74","81","1188","8912","1991-11-19 23:49:52","True"
"277","41","52","1811","1571","1998-02-25 01:13:50","False"
"278","0","80","1655","9078","2014-09-01 22:15:51","True"
"279","32","81","1099","889","1996-10-10 18:17:54","False"
"280","2","27","173","3962","2010-04-21 21:04:52","False"
"281","39","49","1781","5176","2001-01-13 03:59:28","False"
"282","86","34","890","9289","2011-05-08 11:44:25","False"
"283","60","68","1102","8113","2014-08-30 06:21:20","False"
"284","50","38","603","7384","2005-05-19 21:37:51","False"
"285","10","9","1701","611","2017-06-24 14:46:22","True"
"286","41","40","1147","4404","1990-01-13 23:22:07","True"
"287","38","80","1559","5748","1970-04-12 10:01:32","True"
"288","82","86","692","4103","1974-11-30 21:39:44","True"
"289","95","56","1547","2387","2014-01-26 23:08:39","True"
"290","51","76","1941","5081","2017-08-22 05:59:48","False"
"291","15","75","456","517","1999-03-09 15:26:53","False"
"292","97","61","825","3749","1995-06-27 15:30:34","False"
"293","47","31","1653","9453","1993-04-17 16:05:16","True"
"294","82","6","1228","7260","2013-05-29 07:30:39","True"
"295","11","91","1050","7572","2000-03-14 17:20:16","True"
"296","46","16","1020","8576","2020-11-04 09:10:24","False"
"297","6","78","1128","7439","1970-04-18 21:47:01","True"
"298","19","28","717","5864","1992-05-14 22:34:01","False"
"299","99","18","1141","3762","2008-12-01 18:05:38","False"
"300","58","36","1936","2210","2008-11-10 00:54:40","True"
"301","1","18","938","4611","1980-04-20 20:39:58","False"
"302","74","18","1102","9962","1979-08-31 02:44:16","True"
"303","20","53","1565","6508","1979-10-31 16:00:04","False"
"304","51","79","318","3426","2019-05-12 14:41:13","False"
"305","81","45","652","2396","2007-04-30 16:49:56","True"
"306","48","35","1517","9990","2012-06-13 18:48:08","True"
"307","96","97","1043","6667","1992-11-04 16:41:28","True"
"308","47","13","608","6553","1989-09-30 16:47:41","True"
"309","88","81","611","222","2008-12-26 15:42:36","True"
"310","45","69","890","1998","1973-06-24 06:29:55","False"
"311","37","98","1402","1704","1990-11-15 15:12:49","True"
"312","12","54","813","1674","2015-01-08 06:16:25","False"
"313","80","63","629","813","2002-05-29 08:07:53","True"
"314","48","89","924","1949","1998-05-31 21:25:36","True"
"315","35","99","1499","729","2006-09-20 15:55:38","False"
"316","68","92","349","4512","1980-11-07 03:20:29","False"
"317","48","35","38","754","2018-03-27 08:18:32","True"
"318","62","31","452","812","1995-03-27 01:51:35","True"
"319","29","10","1577","6","2005-07-13 13:53:35","False"
"320","81","24","1901","1360","1981-10-29 18:21:52","True"
"321","67","74","1990","7178","1972-06-16 06:08:46","True"
"322","60","7","1461","9717","1994-11-17 07:51:47","True"
"323","6","7","284","7447","1997-02-14 15:32:54","False"
"324","77","66","104","6991","1977-02-01 00:19:47","False"
"325","88","17","69","1210","2021-11-20 03:14:16","True"
"326","16","92","959","1367","2001-05-28 00:47:07","True"
"327","3","64","712","2910","2005-02-10 16:07:06","True"
"328","73","50","1728","950","2008-10-13 05:51:09","True"
"329","53","28","559","1700","2010-02-05 05:54:43","False"
"330","92","28","269","9311","2007-04-06 23:02:37","False"
"331","62","45","1158","7194","1977-07-10 10:25:50","True"
"332","98","51","1094","7509","2016-09-10 04:17:15","False"
"333","35","15","197","6034","2003-12-06 01:44:13","True"
"334","75","18","819","4642","2006-05-01 17:05:55","False"
"335","74","45","450","7295","2008-08-22 20:13:37","True"
"336","82","18","1140","5018","1994-10-12 03:18:36","True"
"337","34","28","1939","617","1994-10-23 06:23:26","True"
"338","19","66","904","1804","1975-06-12 06:40:18","False"
"339","66","92","1532","2430","1970-09-06 10:06:29","False"
"340","76","66","1208","7008","1981-06-16 03:44:21","True"
"341","7","89","1216","2912","1987-08-22 20:29:56","False"
"342","6","83","878","7466","2017-03-06 07:59:12","False"
"343","88","70","1466","1575","1999-03-24 15:24:22","True"
"344","49","74","1140","4097","2002-03-07 10:03:27","False"
"345","96","41","145","3064","1988-10-23 22:17:25","True"
"346","27","28","896","6389","1973-07-31 07:43:20","True"
"347","66","15","105","5482","2013-05-03 06:49:40","True"
"348","36","5","437","2679","2010-01-08 08:55:30","True"
"349","12","51","360","5692","1994-05-22 16:50:41","False"
"350","85","88","743","925","2000-08-14 01:49:45","False"
"351","40","49","640","7095","1977-03-12 15:58:22","True"
"352","33","25","968","1422","1980-06-02 22:59:20","True"
"353","39","84","71","5976","1994-01-09 19:57:54","False"
"354","46","11","1224","391","1985-01-27 00:33:27","False"
"355","34","80","1552","2676","1994-05-25 06:45:12","False"
"356","52","92","1805","6969","2006-09-17 05:42:46","False"
"357","57","54","574","2818","1977-08-22 10:34:36","True"
"358","31","50","214","4380","1970-02-05 16:48:06","True"
"359","74","16","1535","1243","1980-03-03 05:48:42","True"
"360","5","9","900","6393","2018-02-04 23:50:31","True"
"361","16","15","553","8039","1984-11-17 22:21:46","True"
"362","45","53","85","4940","1997-09-29 06:13:25","True"
"363","75","63","1296","6443","2017-10-14 11:06:00","False"
"364","15","10","627","5774","2012-11-23 15:26:15","False"
"365","73","7","667","4092","1991-07-20 18:32:57","True"
"366","65","38","1936","1994","1976-03-31 16:46:04","True"
"367","98","61","1147","8038","1983-08-30 05:23:14","True"
"368","41","84","1183","5251","2008-11-06 06:17:04","True"
"369","91","15","1095","7011","2021-06-22 20:05:29","True"
"370","48","49","1108","9370","1970-04-25 07:33:46","True"
"371","34","39","1716","6147","1971-03-10 02:51:59","False"
"372","33","75","458","2386","1998-03-14 04:42:49","False"
"373","51","47","1140","2067","1979-08-19 09:56:37","True"
"374","71","76","169","9509","2021-01-30 20:13:33","False"
"375","80","5","1320","53","1988-03-21 16:38:23","False"
"376","93","55","980","4168","2021-09-25 16:31:23","False"
"377","51","8","1239","9816","2006-10-23 13:56:36","False"
"378","55","17","519","253","1999-12-17 15:53:26","True"
"379","21","54","1968","445","1995-05-19 16:00:54","False"
"380","54","84","896","9403","2012-11-24 06:36:26","True"
"381","66","82","1937","6053","2011-05-27 10:43:35","True"
"382","31","88","57","5839","1971-08-10 07:16:10","False"
"383","59","50","945","3795","1979-01-27 17:17:32","True"
"384","87","75","80","5335","1997-12-30 07:54:08","True"
"385","64","50","358","545","1993-05-17 02:29:49","True"
"386","67","93","1520","5319","2001-01-18 02:34:37","True"
"387","10","45","781","5421","1991-01-08 20:40:33","False"
"388","76","71","57","3536","2004-08-15 16:17:41","True"
"389","80","58","112","8425","1982-02-22 15:35:50","True"
"390","79","42","1289","9835","2000-05-20 01:12:16","False"
"391","62","19","573","46","2017-09-21 11:57:04","True"
"392","80","70","638","5881","1995-02-03 01:49:38","False"
"393","61","96","1328","4093","1977-04-24 19:37:23","True"
"394","73","42","1899","1875","2018-04-25 17:07:35","False"
"395","66","16","319","7093","1995-02-13 04:19:05","True"
"396","66","88","235","3371","1991-06-05 20:17:45","True"
"397","49","51","783","6607","2003-09-11 04:38:33","False"
"398","17","35","1162","3094","1980-04-14 06:56:58","True"
"399","34","58","1481","6242","1991-11-08 08:44:15","False"
"400","21","24","1155","148","2008-07-29 11:22:14","False"
"401","99","23","1892","1108","1987-04-24 20:36:54","True"
"402","62","0","140","3657","2013-11-19 13:21:56","False"
"403","78","1","355","3994","1987-12-24 03:42:13","False"
"404","92","46","349","6995","1990-10-15 04:24:31","False"
"405","80","10","1153","2140","2002-03-16 14:38:23","False"
"406","27","54","1497","1255","2014-06-25 01:02:14","False"
"407","10","83","55","4627","1975-01-06 08:45:24","True"
"408","73","72","1067","7903","1976-02-03 10:24:39","False"
"409","80","81","925","6326","1984-05-29 16:54:25","False"
"410","52","53","1800","892","2010-01-22 16:50:35","True"
"411","17","61","1753","2968","1980-09-24 11:49:15","False"
"412","34","68","185","6805","1997-07-16 00:13:38","False"
"413","3","56","202","9160","2016-01-22 14:43:04","False"
"414","10","19","1732","9572","1994-06-17 13:18:03","True"
"415","88","35","271","4160","2005-09-22 09:00:18","False"
"416","20","12","975","8233","2008-12-17 02:16:58","False"
"417","64","14","487","2134","1981-12-26 01:29:53","True"
"418","70","15","14","7502","2008-01-21 17:53:41","True"
"419","80","0","410","3040","2021-12-25 13:03:56","False"
"420","54","72","50","104","1988-02-11 07:27:59","False"
"421","20","19","112","4958","1984-11-23 17:56:55","False"
"422","41","33","1698","2887","2019-07-05 20:38:08","False"
"423","87","39","640","8183","2013-01-09 13:47:45","False"
"424","37","22","830","389","2009-10-18 18:30:05","True"
"425","73","57","557","3101","1998-04-20 08:36:18","True"
"426","74","58","1716","2881","2016-07-14 04:16:12","False"
"427","49","11","1653","5011","1994-02-22 13:34:25","True"
"428","76","33","730","9337","2016-03-22 11:59:03","False"
"429","11","24","1703","6921","1992-07-13 06:06:45","False"
"430","24","17","1527","1140","2003-09-08 23:10:50","False"
"431","94","43","981","4810","2003-07-02 14:24:28","True"
"432","20","80","366","5500","1975-09-16 23:28:39","False"
"433","74","59","871","844","2002-07-13 01:04:29","True"
"434","6","83","839","1275","2012-10-10 00:49:22","True"
"435","21","96","872","3042","1983-01-02 01:27:08","False"
"436","86","95","1651","8704","2017-02-08 14:23:29","True"
"437","64","24","1934","2089","1986-03-08 14:34:46","True"
"438","80","44","1499","1680","2012-11-22 02:00:04","True"
"439","95","73","418","3378","1971-12-01 11:57:04","False"
"440","49","67","230","9319","2000-06-02 10:06:32","True"
"441","9","92","1103","5631","1987-12-05 02:31:35","True"
"442","75","21","1082","7832","2009-11-26 06:56:18","True"
"443","40","25","1827","4596","1986-08-12 17:05:22","False"
"444","78","18","1651","2386","1998-11-22 15:24:00","True"
"445","90","71","299","1966","2019-09-13 14:31:18","True"
"446","77","11","786","7942","2016-03-27 01:12:56","True"
"447","94","13","1947","3193","2008-03-24 07:57:27","False"
"448","68","11","305","9442","2011-12-06 22:41:59","False"
"449","71","21","410","8186","1978-09-11 15:52:59","False"
"450","93","13","1024","441","1998-04-01 11:58:26","False"
"451","41","55","1139","8682","1975-10-19 16:10:40","True"
"452","69","42","1345","7652","2003-11-28 08:55:44","True"
"453","6","95","348","6782","1972-02-20 20:30:29","False"
"454","56","79","1742","2225","1997-04-25 05:58:11","False"
"455","47","75","1968","2979","1973-11-07 01:53:55","False"
"456","79","79","962","5938","1998-09-19 00:34:27","False"
"457","12","66","254","3032","1992-10-17 12:16:09","True"
"458","48","12","808","1412","2016-04-20 13:20:19","True"
"459","22","43","1265","2559","1972-01-11 20:31:07","True"
"460","55","98","206","8483","2012-12-17 04:23:44","True"
"461","34","41","37","3554","2019-01-05 14:45:05","False"
"462","6","80","744","9100","1996-10-08 11:29:55","False"
"463","74","88","584","7114","1981-09-29 16:38:59","True"
"464","90","42","730","7585","1982-08-31 18:49:08","False"
"465","2","25","661","1572","1991-10-10 04:24:31","False"
"466","88","69","1099","1140","1998-05-20 13:43:22","False"
"467","17","27","1015","7229","2001-03-09 15:55:14","True"
"468","37","16","16","8301","2021-03-01 07:02:21","True"
"469","58","16","816","4029","2016-04-05 10:58:37","False"
"470","38","56","506","1769","1999-10-02 21:05:44","False"
"471","19","75","1630","4392","1972-02-27 09:15:30","False"
"472","98","98","1094","2691","1975-04-16 21:39:55","False"
"473","43","41","1239","1227","1988-07-20 14:04:13","False"
"474","56","5","444","2894","1979-01-03 18:34:05","False"
"475","28","62","1336","2388","2011-03-11 00:22:51","True"
"476","31","40","348","4311","1971-10-17 23:15:29","True"
"477","15","62","976","2246","1994-04-11 18:45:34","False"
"478","49","60","499","7455","1994-02-25 22:52:27","False"
"479","9","20","1151","3735","1986-09-22 14:01:52","False"
"480","9","37","1653","2322","1992-03-29 15:09:09","True"
"481","48","99","837","2011","2004-05-01 14:03:13","True"
"482","66","71","1291","7387","1997-09-18 12:41:06","True"
"483","60","74","1369","4371","1974-09-29 05:13:48","True"
"484","62","40","1215","523","1979-08-01 23:58:44","False"
"485","99","71","1964","2068","1994-05-19 03:08:19","False"
"486","50","36","1256","352","1977-05-18 22:58:45","True"
"487","14","19","1966","766","2017-06-26 23:20:52","False"
"488","91","96","185","1579","1993-01-05 13:43:37","True"
"489","43","47","872","7523","2016-12-19 18:55:48","True"
"490","82","36","1460","9243","1991-07-25 15:32:31","True"
"491","54","24","1698","751","2015-09-12 06:25:42","False"
"492","51","35","613","524","1978-01-29 11:02:32","True"
