"54","1317","5889","539854.995223788"
"54","153","6353","942190176108.782"
"54","1513","3700","24.9318226448368"
"54","492","7770","630292.836843132"
"57","934","4676","64009189018308.8"
"57","171","8181","4348731.35725685"
"57","603","380","57506543.2859187"
"57","793","5023","6321624805708.7"
"57","477","8806","41423239501260.6"
"59","1635","6132","9206773.57447231"
"59","1056","376","443202.467048978"
"59","380","7648","9787.73893773219"
"59","239","8996","7113994062.8321"
"59","934","6757","32770.6086503533"
"60","14","8300","1455.38314430853"
"60","1187","8543","989766445701.616"
"60","1708","1458","40034308093642.1"
"60","1226","7267","59164889477.6532"
"60","1122","4418","7349231158.82066"
"60","776","8195","730218.85216743"
"60","689","5657","1.91693483033412"
"60","150","4711","73596056502750.2"
"64","1408","6646","447708594.202771"
"64","1151","3863","5.900483721596"
"64","1840","3868","7840198309.51257"
"64","662","6139","78613.479687494"
"64","271","6765","5073478828956.2"
"64","603","4335","213824667465.263"
"64","736","68","70936345164.755"
"64","467","6615","94169631027.2205"
"64","1306","8986","481478657122.152"
"64","1783","3418","5330171.6829926"
"66","525","570","433596498.281678"
"66","1565","6200","957093260456.7"
"66","1814","4914","610067088651.441"
"66","787","7832","531382.170026197"
"66","1435","8278","5212371817.56931"
"66","1502","5255","409587.87396737"
"71","105","7484","1548931854.87549"
"75","1866","210","50928507042.236"
"75","911","7946","6494678.77093093"
"75","69","1533","353817.7503464"
"75","208","1688","9904432525608.73"
"75","1308","3479","1651809.557185"
"75","459","6159","9955722510.88362"
"75","1615","6995","55558607666141.2"
"75","666","5060","645631037979.104"
"75","1237","2377","56.3595950868661"
"75","332","6043","4195043793349.97"
"79","407","7700","830866238944.68"
"79","1586","9370","75.985218382074"
"79","34","3896","39047136851.644"
"79","702","4191","5012553202594.87"
"81","1342","4254","66470522901518.3"
"81","1541","1476","96.1406589576458"
"81","729","5653","94449970114.9972"
"81","262","6696","93846111.6619859"
"81","1286","2688","6588497.35355901"
"81","1829","236","7020061936.56605"
"81","779","22","551312327.466639"
"81","1801","1457","4298521995822.86"
"82","642","1382","76.6447106203957"
"82","639","64","466178073.438116"
"82","370","2225","1909026.40068729"
"82","487","2173","6.51924061641335"
"86","1752","4616","7479846981723.23"
"86","1233","4900","617698.826938094"
"86","621","9991","34345436425.5347"
"86","1944","3409","4743763770.42804"
"86","1615","4029","8952721.5120075"
"86","1001","5350","1472780638.12468"
"86","360","5716","24678573.8738311"
"86","588","4766","3756855472.67772"
"87","565","3235","11812829964299.5"
"87","404","71","2927343531.43007"
"88","893","5428","6322307427.3299"
"88","1105","7318","847048.42809955"
"88","1563","4053","438718.551298524"
"88","1785","2679","6.13822822485467"
"88","1586","6163","815.727946197081"
"88","1854","8915","1684939920137.6"
"88","1220","3850","2493914.20230241"
"88","1143","1453","4331466288096.76"
"88","1998","2441","429.664984600515"
"89","1108","8415","3766197212.17682"
"89","1499","5228","1893457295.98721"
"89","1091","5232","4271914.140275"
"89","1121","9129","2049.90251100518"
"89","664","3762","79.7870663766763"
"89","1983","2867","22.441090663302"
"89","192","2956","395019.816132358"
"90","903","4940","4699.90660992273"
"90","106","6249","9367940.87031418"
"90","1754","5145","29764600374.5521"
"90","1161","1022","4052218925286.6"
"90","457","8058","6700093908885.91"
"90","743","1969","807814831066.34"
"90","219","3902","2960456.4633202"
"90","727","8409","7573704.38032683"
"92","651","715","8.2828449067574"
"92","1786","6995","946158111.201761"
"92","1506","9524","6334180980.91462"
"93","55","2344","12.5686655934479"
"93","1061","6574","56593344154632.0"
"93","303","6053","271654.582793134"
"93","333","6531","28854336879861.5"
"93","8","5529","956143557.66067"
"93","554","3365","63.3784087422447"
"93","1174","8077","312519673.74485"
